"Title","ID","Created Date","Updated Date","Owner","scholarshipCode","universityCode","courseCode","scholarshipType","amountOrBenefit","eligibilityCriteria","applicableIntake","deadline","notes"
"High Achiever Scholarship (A Levels)","bb6b0168-6f0f-4f61-bf63-82ceff6e9567",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_MENG_MECHANICAL_EN_2","UOSM","UOSM_MENG_MECHANICAL_ENGINEERING","Merit scholarship","Engineering: RM 13,000; Other Programmes: RM 10,000","A Levels graduates: requirement A*A*A for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for A Levels graduates."
"High Achiever Scholarship (A Levels)","bc2c9e47-95f2-4a7b-9f1e-345cf900c20a",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_MENG_AERONAUTICS_A_2","UOSM","UOSM_MENG_AERONAUTICS_AND_ASTRONAUTICS","Merit scholarship","Engineering: RM 13,000; Other Programmes: RM 10,000","A Levels graduates: requirement A*A*A for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for A Levels graduates."
"Postgraduate Research Attachment (PGRA)","bc8a5a22-1e4b-4715-aa8a-30087a3f6ce4",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","USM_PGRA_RESEARCH_ATTACHMENT","USM",,"Research attachment fund","Maximum funding RM4000","For registered USM master’s (research mode) or PhD students with good research progress. Research attachment must be with an institution having an active MOU/MOA with USM and supported by an official invitation letter.","Postgraduate research students","Application closed at time of source check","Official USM postgraduate financial assistance page: https://admission.usm.my/index.php/postgraduate/financial-assistance"
"Foundation Education Grant","bf28880e-7c6c-4fd3-afe2-08708ce0c137",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_FOUNDATION_EDUCATION_GRANT_BUSINESS_FOUNDATIO","UOSM","UOSM_BUSINESS_FOUNDATION_YEAR","Education grant","RM 1,500","Available for eligible applicants; deposit required to confirm place and qualify.",,,"Limited time offer. Scholarship, education grant and Special UEC Grant cannot be compounded; highest amount only applies."
"Exceptional Achiever Scholarship (UEC)","c02d4a30-6c7c-44fc-ad2c-811070015261",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_BSC_COMPUTER_SCIEN_3","UOSM","UOSM_BSC_COMPUTER_SCIENCE","Merit scholarship","Engineering: RM 30,000; Other Programmes: RM 25,000","UEC graduates: requirement 4A1 for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for UEC graduates."
"Top Achiever Scholarship (UEC)","c2bc4b49-37e9-4d58-a735-e4dbb116bbaf",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_ENGINEERING_FOUNDA_3","UOSM","UOSM_ENGINEERING_FOUNDATION_YEAR","Merit scholarship","Engineering: 60% (Year 1) + 40% (Year 2); Other Programmes: 60% (Year 1) + 20% (Year 2 & 3)","UEC graduates: requirement 5A1 for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for UEC graduates."
"Academic Excellence Progression Scholarship","c5215668-067c-4215-8df4-a4fd876554d6",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_ACADEMIC_EXCELLENCE_PROGRESS_MENG_ELECTRICAL_AN","UOSM","UOSM_MENG_ELECTRICAL_AND_ELECTRONIC_ENGINEERING","Progression scholarship","Up to 100% tuition fee waiver","Only students with a minimum average score of 80% in UoSM Foundation results are eligible.",,,"For top performing UoSM Foundation students."
"High Achiever Scholarship (STPM)","c819c6ef-05c3-4850-ba2b-e0a79e62e235",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_BSC_ECONOMICS_AND_","UOSM","UOSM_BSC_ECONOMICS_AND_ACTUARIAL_SCIENCE","Merit scholarship","RM 10,000","STPM graduates: requirement A-A-A- for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for STPM graduates."
"Top Achiever Scholarship (UEC)","c94b3735-512e-469d-a1bd-163effc67587",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_BUSINESS_FOUNDATIO_3","UOSM","UOSM_BUSINESS_FOUNDATION_YEAR","Merit scholarship","60% (Year 1) + 20% (Year 2 & 3)","UEC graduates: requirement 4A1 for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for UEC graduates."
"Undergraduate Education Grant","c9715375-1fb1-4aeb-a7a6-5f01a894ceb8",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_UNDERGRADUATE_EDUCATION_GRAN_MENG_MECHANICAL_EN","UOSM","UOSM_MENG_MECHANICAL_ENGINEERING","Education grant","Up to RM 5,000","Eligible applicants, except scholarship recipients; deposit required to confirm place and qualify.",,,"Cannot be compounded with scholarship/Special UEC Grant; highest amount only applies."
"Trial Result Scholarship Scheme 2026","c9fc2638-50e6-455c-84ae-7800ec687c0a",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","MDIS_TRIAL_RESULT_SCHOLARSHIP_2026","MDIS",,"Scholarship","See official scheme page","Official MDIS site exposes a Trial Result Scholarship Scheme 2026 page, but detailed criteria were not accessible during verification because the site was protected by a verification page.","2026",,"Official MDIS website navigation/search shows Trial Result Scholarship Scheme 2026: https://mdis.edu.my/"
"High Achiever Scholarship (Engineering/Computer Science Foundation)","cb971834-1824-486a-9e2e-8b5559e68e3a",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_COMPUTER_SCIENCE_F_8","UOSM","UOSM_COMPUTER_SCIENCE_FOUNDATION_YEAR","Foundation scholarship","RM 6,000","6As or 4A+ / A* in SPM or equivalent",,,"Official page notes that various international boards and other qualifications may also be considered via counsellor."
"High Achiever Scholarship (UEC)","cc7b70dd-b38f-4e49-bf08-0e8940422d83",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_MENG_AERONAUTICS_A_3","UOSM","UOSM_MENG_AERONAUTICS_AND_ASTRONAUTICS","Merit scholarship","Engineering: RM 13,000; Other Programmes: RM 10,000","UEC graduates: requirement 3A1 for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for UEC graduates."
"Early Payment Discount","cd3cd3e8-5ed0-44ef-8a35-52096a4d328d",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","NUMED_EARLY_PAYMENT_DISCOUNT","NUMED",,"Tuition discount","2% discount","Available if annual tuition fees are paid in full on or before the registration date.",,"On or before registration date","Payment timing based discount."
"High Achiever Scholarship (A Levels)","ce8e0161-af2a-47ae-be8e-0d129914a0ec",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_BSC_BUSINESS_ANALY_2","UOSM","UOSM_BSC_BUSINESS_ANALYTICS","Merit scholarship","RM 10,000","A Levels graduates: requirement AAA for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for A Levels graduates."
"High Achiever Scholarship (Engineering/Computer Science Foundation)","cf9dc79c-6a78-4024-a393-fd55ca690b97",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_ENGINEERING_FOUNDA_6","UOSM","UOSM_ENGINEERING_FOUNDATION_YEAR","Foundation scholarship","RM 8,000","8As or 5A+ / A* in SPM or equivalent",,,"Official page notes that various international boards and other qualifications may also be considered via counsellor."
"Exceptional Achiever Scholarship (A Levels)","d00fcf00-85f5-4a0b-b81d-3987d9ccc03a",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_MENG_MECHANICAL_EN_2","UOSM","UOSM_MENG_MECHANICAL_ENGINEERING","Merit scholarship","Engineering: RM 30,000; Other Programmes: RM 25,000","A Levels graduates: requirement A*A*A* for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for A Levels graduates."
"Top Achiever Scholarship (A Levels)","d1a9fb83-1657-477e-b6b0-c7056e511c89",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_MENG_MECHANICAL_EN_2","UOSM","UOSM_MENG_MECHANICAL_ENGINEERING","Merit scholarship","Engineering: 60% (Year 1) + 40% (Year 2); Other Programmes: 60% (Year 1) + 20% (Year 2 & 3)","A Levels graduates: requirement A*A*A*A for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for A Levels graduates."
"High Achiever Scholarship (Business Foundation)","d44327e3-9d8a-4dd0-9961-93e8fec79e9d",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_BUSINESS_FOUNDATIO_8","UOSM","UOSM_BUSINESS_FOUNDATION_YEAR","Foundation scholarship","RM 6,000","5As or 2A+ / A* in SPM or equivalent",,,"Official page notes that various international boards and other qualifications may also be considered via counsellor."
"Exceptional Achiever Scholarship (UEC)","d6ef8189-20b1-46f7-a11e-5c3a228197eb",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_COMPUTER_SCIENCE_F_3","UOSM","UOSM_COMPUTER_SCIENCE_FOUNDATION_YEAR","Merit scholarship","Engineering: RM 30,000; Other Programmes: RM 25,000","UEC graduates: requirement 4A1 for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for UEC graduates."
"Special UEC Grant - Undergraduate","d752562e-2640-4b72-84d5-0a89f81d463e",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_SPECIAL_UEC_GRANT_UNDERGRADU_BSC_ECONOMICS_AND_","UOSM","UOSM_BSC_ECONOMICS_AND_ACTUARIAL_SCIENCE","UEC grant","Up to RM 7,000","Eligible UEC graduates who accept and pay deposit before intake.",,,"Cannot be compounded with scholarship/education grant; highest amount only applies."
"Exceptional Achiever Scholarship (A Levels)","da349a4d-bfb8-455d-a057-3cc9efa6ace7",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_BSC_ECONOMICS_AND__2","UOSM","UOSM_BSC_ECONOMICS_AND_ACTUARIAL_SCIENCE","Merit scholarship","RM 25,000","A Levels graduates: requirement A*AA for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for A Levels graduates."
"Top Achiever Scholarship (UEC)","df748fe0-a78c-4d5e-afd3-e3a3a181a62c",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_MENG_AERONAUTICS_A_3","UOSM","UOSM_MENG_AERONAUTICS_AND_ASTRONAUTICS","Merit scholarship","Engineering: 60% (Year 1) + 40% (Year 2); Other Programmes: 60% (Year 1) + 20% (Year 2 & 3)","UEC graduates: requirement 5A1 for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for UEC graduates."
"Progression Discounts / Academic Excellence Award","df84fc07-2fd3-4619-b867-45b9be697eea",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","NUMED_PROGRESSION_DISCOUNTS_ACADEM_BSC_BIOMEDICAL_SCI","NUMED","NUMED_BSC_BIOMEDICAL_SCIENCES","Internal progression award","Fee waiver (amount not fully specified in document)","For students who completed the NUMed Foundation programme and are progressing to the BSc Biomedical Sciences degree.","2026 intake context mentioned",,"Document mentions this award, then lists 100% and 50% fee waiver criteria."
"Exceptional Achiever Scholarship (UEC)","dfcc61ee-bd07-45a6-b68e-771637456317",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_MENG_AERONAUTICS_A_3","UOSM","UOSM_MENG_AERONAUTICS_AND_ASTRONAUTICS","Merit scholarship","Engineering: RM 30,000; Other Programmes: RM 25,000","UEC graduates: requirement 4A1 for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for UEC graduates."
"Special UEC Grant - Undergraduate","e01c364e-2a4c-4230-9764-bef4c2c313ae",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_SPECIAL_UEC_GRANT_UNDERGRADU_BSC_BUSINESS_MANAG","UOSM","UOSM_BSC_BUSINESS_MANAGEMENT","UEC grant","Up to RM 7,000","Eligible UEC graduates who accept and pay deposit before intake.",,,"Cannot be compounded with scholarship/education grant; highest amount only applies."
"High Achiever Scholarship (STPM)","e162cfa2-68e0-4a2b-9935-84a2419fd541",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_ENGINEERING_FOUNDA","UOSM","UOSM_ENGINEERING_FOUNDATION_YEAR","Merit scholarship","Engineering: RM 13,000; Other Programmes: RM 10,000","STPM graduates: requirement AAA- for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for STPM graduates."
"USMCARE Scholarship","e3879d71-8da6-4d7b-889a-6eaa06751df3",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","USM_USMCARE_SCHOLARSHIP","USM",,"Scholarship / tuition-fee support","Tuition fee only; no allowance; maximum duration 36 months","Open to Malaysian students and international students from low or lower-middle income countries. Only for registered full-time research mode PhD students. Apply in first or second semester. Requires bachelor CGPA >3.00/4.00, master CGPA >3.50/4.00 or research master/equivalent, and at least one manuscript in a WoS/SCOPUS-indexed journal.","Postgraduate PhD research mode; semesters specified on official page","Application closed at time of source check","Official USM postgraduate financial assistance page: https://admission.usm.my/index.php/postgraduate/financial-assistance"
"Top Achiever Scholarship (STPM)","e4b7f23f-2888-4115-a7da-f4eaf47e2ee1",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_BSC_ECONOMICS_AND_","UOSM","UOSM_BSC_ECONOMICS_AND_ACTUARIAL_SCIENCE","Merit scholarship","60% (Year 1) + 20% (Year 2 & 3)","STPM graduates: requirement AAA- for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for STPM graduates."
"Special UEC Grant - Undergraduate","e4c68a71-89b3-4260-aa0b-be36a342ef90",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_SPECIAL_UEC_GRANT_UNDERGRADU_BSC_BUSINESS_ANALY","UOSM","UOSM_BSC_BUSINESS_ANALYTICS","UEC grant","Up to RM 7,000","Eligible UEC graduates who accept and pay deposit before intake.",,,"Cannot be compounded with scholarship/education grant; highest amount only applies."
"High Achiever Scholarship (A Levels)","e608c1b9-67eb-48de-860f-929dc118e5c8",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_BSC_BUSINESS_MANAG_2","UOSM","UOSM_BSC_BUSINESS_MANAGEMENT","Merit scholarship","RM 10,000","A Levels graduates: requirement AAA for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for A Levels graduates."
"High Achiever Scholarship (UEC)","e630b5d8-2b59-43d3-8804-5358607bb952",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_BSC_ACCOUNTING_AND_3","UOSM","UOSM_BSC_ACCOUNTING_AND_FINANCE","Merit scholarship","RM 10,000","UEC graduates: requirement 2A1 for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for UEC graduates."
"Exceptional Achiever Scholarship (STPM)","e6421b39-1b89-4728-95b2-0f36fe1fd5c6",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_COMPUTER_SCIENCE_F","UOSM","UOSM_COMPUTER_SCIENCE_FOUNDATION_YEAR","Merit scholarship","Engineering: RM 30,000; Other Programmes: RM 25,000","STPM graduates: requirement AAA for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for STPM graduates."
"Family Discount","e6becc48-9752-4b09-b214-508c9b09cb95",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","NUMED_FAMILY_DISCOUNT","NUMED",,"Tuition discount","10% off annual tuition fees","For students with an immediate family member (spouse, sibling, parent, or child) who is a current student or alum.",,,"Family relationship based discount."
"Exceptional Achiever Scholarship (STPM)","e8e073e0-10a7-454e-b9f8-99e3fe66b7a2",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_MENG_AERONAUTICS_A","UOSM","UOSM_MENG_AERONAUTICS_AND_ASTRONAUTICS","Merit scholarship","Engineering: RM 30,000; Other Programmes: RM 25,000","STPM graduates: requirement AAA for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for STPM graduates."
"Academic Excellence Progression Scholarship","e90c5496-33b7-428a-ab69-73395fc7d2a7",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_ACADEMIC_EXCELLENCE_PROGRESS_BSC_COMPUTER_SCIEN","UOSM","UOSM_BSC_COMPUTER_SCIENCE","Progression scholarship","Up to 100% tuition fee waiver","Only students with a minimum average score of 80% in UoSM Foundation results are eligible.",,,"For top performing UoSM Foundation students."
"Exceptional Achiever Scholarship (STPM)","e936aaea-6023-432f-9ef6-a491117ec2d0",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_MENG_MECHANICAL_EN","UOSM","UOSM_MENG_MECHANICAL_ENGINEERING","Merit scholarship","Engineering: RM 30,000; Other Programmes: RM 25,000","STPM graduates: requirement AAA for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for STPM graduates."
"Top Achiever Scholarship (UEC)","ec2007e0-3ccb-4af0-bf96-2d0e973e74de",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_BSC_BUSINESS_ANALY_3","UOSM","UOSM_BSC_BUSINESS_ANALYTICS","Merit scholarship","60% (Year 1) + 20% (Year 2 & 3)","UEC graduates: requirement 4A1 for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for UEC graduates."
"High Achiever Scholarship (STPM)","ec32abbe-e46d-4a2d-84a5-3f3fec328ec1",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_BSC_ACCOUNTING_AND","UOSM","UOSM_BSC_ACCOUNTING_AND_FINANCE","Merit scholarship","RM 10,000","STPM graduates: requirement A-A-A- for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for STPM graduates."
"Top Achiever Scholarship (STPM)","ed6fc0ec-9039-4bb8-b435-049757eec773",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_MENG_ELECTRICAL_AN","UOSM","UOSM_MENG_ELECTRICAL_AND_ELECTRONIC_ENGINEERING","Merit scholarship","Engineering: 60% (Year 1) + 40% (Year 2); Other Programmes: 60% (Year 1) + 20% (Year 2 & 3)","STPM graduates: requirement AAAA- for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for STPM graduates."
"Foundation Education Grant","efe1ce8b-2a58-4703-95aa-c958a7655b2f",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_FOUNDATION_EDUCATION_GRANT_COMPUTER_SCIENCE_F","UOSM","UOSM_COMPUTER_SCIENCE_FOUNDATION_YEAR","Education grant","RM 1,500","Available for eligible applicants; deposit required to confirm place and qualify.",,,"Limited time offer. Scholarship, education grant and Special UEC Grant cannot be compounded; highest amount only applies."
"Exceptional Achiever Scholarship (UEC)","f00ea69d-6696-4d44-af15-310ef935f6be",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_BUSINESS_FOUNDATIO_3","UOSM","UOSM_BUSINESS_FOUNDATION_YEAR","Merit scholarship","RM 25,000","UEC graduates: requirement 3A1 for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for UEC graduates."
"Top Achiever Scholarship (A Levels)","f0a3f4a8-e40b-47cd-9685-7c5904308c5e",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_BSC_FINANCE_AND_FI_2","UOSM","UOSM_BSC_FINANCE_AND_FINANCIAL_TECHNOLOGY","Merit scholarship","60% (Year 1) + 20% (Year 2 & 3)","A Levels graduates: requirement A*A*A for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for A Levels graduates."
"Postgraduate Conference Fund","f1ea6b0b-8980-47af-8562-0561f5c2cd13",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","USM_POSTGRAD_CONFERENCE_FUND","USM",,"Conference fund","Maximum MYR 1,000 reimbursement support","For full-time active USM research mode postgraduates presenting oral papers at physical/online conferences. Application requires conference details and invitation/offer letter; thesis-submitted students are not eligible.","Postgraduate research mode","Open until 15 October 2026 according to source checked","Official USM postgraduate financial assistance page: https://admission.usm.my/index.php/postgraduate/financial-assistance"
"Special UEC Grant - Undergraduate","f27438e6-842f-4fd9-a963-1e52c369aea5",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_SPECIAL_UEC_GRANT_UNDERGRADU_BSC_COMPUTER_SCIEN","UOSM","UOSM_BSC_COMPUTER_SCIENCE","UEC grant","Up to RM 7,000","Eligible UEC graduates who accept and pay deposit before intake.",,,"Cannot be compounded with scholarship/education grant; highest amount only applies."
"High Achiever Scholarship (STPM)","f44c1314-f642-42d5-bde6-010fd7db7190",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_MENG_AERONAUTICS_A","UOSM","UOSM_MENG_AERONAUTICS_AND_ASTRONAUTICS","Merit scholarship","Engineering: RM 13,000; Other Programmes: RM 10,000","STPM graduates: requirement AAA- for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for STPM graduates."
"MAP Grant","f4fb6958-5e55-42e9-bfce-8c190ae1096c",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_MAP_GRANT","UOSM",,"Partner grant","5% MAP Grant","Exclusively for students from partner MAP schools and employees/families of industrial partners.",,,"Official page says this is in addition to academic scholarships."
"High Achiever Scholarship (STPM)","f61c712e-71c6-44dc-ac1d-2a3b11881a3c",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_BSC_MARKETING","UOSM","UOSM_BSC_MARKETING","Merit scholarship","RM 10,000","STPM graduates: requirement A-A-A- for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for STPM graduates."
"High Achiever Scholarship (Business Foundation)","f6ff62d6-123b-48c3-92b1-8f6648627009",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_BUSINESS_FOUNDATIO_9","UOSM","UOSM_BUSINESS_FOUNDATION_YEAR","Foundation scholarship","RM 4,000","4As in SPM or equivalent",,,"Official page notes that various international boards and other qualifications may also be considered via counsellor."
"High Achiever Scholarship (STPM)","f8edfb52-9abc-4843-b538-ec217cc02646",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_BSC_FINANCE_AND_FI","UOSM","UOSM_BSC_FINANCE_AND_FINANCIAL_TECHNOLOGY","Merit scholarship","RM 10,000","STPM graduates: requirement A-A-A- for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for STPM graduates."
"Undergraduate Education Grant","fa122f75-8688-43eb-bc12-c3415b2e909e",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_UNDERGRADUATE_EDUCATION_GRAN_BSC_ECONOMICS_AND_","UOSM","UOSM_BSC_ECONOMICS_AND_ACTUARIAL_SCIENCE","Education grant","Up to RM 5,000","Eligible applicants, except scholarship recipients; deposit required to confirm place and qualify.",,,"Cannot be compounded with scholarship/Special UEC Grant; highest amount only applies."
"Top Achiever Scholarship (A Levels)","fb78e69e-4c85-4fc6-942a-9c00524d00a4",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_BSC_BUSINESS_ENTRE_2","UOSM","UOSM_BSC_BUSINESS_ENTREPRENEURSHIP","Merit scholarship","60% (Year 1) + 20% (Year 2 & 3)","A Levels graduates: requirement A*A*A for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for A Levels graduates."
